id,primary_property_type
101766,Office
101674,Office
251580,
147673,
158099,Movie Theater
255932,Multifamily Housing
111536,Multifamily Housing
256557,
104105,Multifamily Housing
105819,Multifamily Housing
252265,Multifamily Housing
164102,
113489,Multifamily Housing
251589,K-12 School
102409,K-12 School
251894,
251680,
137334,Multifamily Housing
251515,
251479,K-12 School
251572,
130758,
103495,
173929,
251423,K-12 School
251682,K-12 School
251222,Office
252033,K-12 School
255955,Multifamily Housing
251631,K-12 School
253965,Office
173639,Office
252034,Senior Living Community
251405,
250089,Multifamily Housing
102083,Multifamily Housing
106108,Multifamily Housing
134800,Other
251550,
116750,
172471,
119757,Retail Store
145926,Multifamily Housing
162409,College/University
256420,
251569,
105454,Multifamily Housing
256877,Office
242935,
135103,Office
101929,Office
252253,Multifamily Housing
101848,Office
113591,Multifamily Housing
250133,
242188,Multifamily Housing
141122,
102032,Multifamily Housing
251764,Multifamily Housing
251737,K-12 School
103816,Office
172145,
251563,K-12 School
172797,Multifamily Housing
101739,Office
251525,
255021,
251652,K-12 School
172256,
251676,K-12 School
175258,Multifamily Housing
164994,Multifamily Housing
172037,Strip Mall
102380,Multifamily Housing
130162,Hotel
117398,Multifamily Housing
243596,Multifamily Housing
252091,Office
252248,Senior Living Community
102690,Multifamily Housing
105391,
159419,Multifamily Housing
260086,
229016,Multifamily Housing
159573,Multifamily Housing
251543,K-12 School
251604,K-12 School
224902,Multifamily Housing
241892,Multifamily Housing
229402,Multifamily Housing
256678,Multifamily Housing
102340,Multifamily Housing
255006,Multifamily Housing
251274,Multifamily Housing
254057,Residential Care Facility
254066,Multifamily Housing
256787,
120299,
244447,Multifamily Housing
254388,Multifamily Housing
254344,Senior Living Community
234897,Multifamily Housing
250149,
252066,Multifamily Housing
256423,
156829,College/University
101790,Office
157348,Multifamily Housing
251651,K-12 School
101912,Office
254048,Multifamily Housing
118557,Senior Living Community
251231,Multifamily Housing
251251,Multifamily Housing
120830,
260184,Multifamily Housing
101199,
115065,Multifamily Housing
160179,Hotel
251469,
156731,Office
131999,
251573,K-12 School
158361,Hotel
251375,K-12 School
101579,Multifamily Housing
256421,
256900,Office
256564,Multifamily Housing
174167,Multifamily Housing
135812,
251233,Retail Store
254099,K-12 School
134965,
252054,Worship Facility
252259,Multifamily Housing
175858,Multifamily Housing
251539,K-12 School
256639,
159739,Multifamily Housing
251348,
251553,K-12 School
239488,Multifamily Housing
251431,K-12 School
250061,Library
173592,Multifamily Housing
173598,Performing Arts
252031,Hotel
125859,Other - Mall
175818,Hotel
100856,
252094,Multifamily Housing
164537,
128798,
158215,Residence Hall/Dormitory
165062,Museum
141524,Multifamily Housing
151835,Multifamily Housing
251276,Office
172786,Multifamily Housing
116536,Multifamily Housing
106122,Multifamily Housing
224416,Multifamily Housing
156891,Mixed Use Property
103605,Office
252324,Office
126258,
251914,
250043,
251906,K-12 School
255965,Multifamily Housing
244600,Multifamily Housing
116716,Multifamily Housing
174498,Multifamily Housing
251531,
171924,Supermarket/Grocery Store
114819,Multifamily Housing
158088,Office
254346,
256901,
251522,
235970,Multifamily Housing
251299,
159729,Multifamily Housing
117702,
244826,Multifamily Housing
252070,Multifamily Housing
251392,K-12 School
251478,K-12 School
251225,Office
118140,Wholesale Club/Supercenter
256883,Multifamily Housing
251309,Senior Living Community
164512,
158640,Multifamily Housing
237359,Multifamily Housing
108602,Multifamily Housing
242162,Multifamily Housing
239096,Multifamily Housing
255504,Data Center
175473,Multifamily Housing
175539,Multifamily Housing
129303,Supermarket/Grocery Store
101981,Multifamily Housing
175686,Multifamily Housing
113452,Multifamily Housing
175817,Other - Mall
251594,
164965,
120015,
206858,Multifamily Housing
242264,Multifamily Housing
104430,Multifamily Housing
165439,College/University
159810,Multifamily Housing
252125,Hotel
240540,Multifamily Housing
251944,Multifamily Housing
251234,Multifamily Housing
101363,Multifamily Housing
112515,Multifamily Housing
251705,
121093,Supermarket/Grocery Store
107939,
166543,Retail Store
251629,K-12 School
251653,
116697,
175447,
251912,
175542,Multifamily Housing
159812,Multifamily Housing
252127,Multifamily Housing
251943,
214929,Multifamily Housing
241133,Multifamily Housing
140247,
124699,
157614,Multifamily Housing
103738,
158307,Multifamily Housing
101878,Office
103733,
251376,K-12 School
112016,
251907,
158224,Multifamily Housing
253995,
251946,Multifamily Housing
256797,Multifamily Housing
251412,
135050,
251602,
251673,
147685,Multifamily Housing
113026,Multifamily Housing
251420,K-12 School
173759,Multifamily Housing
166122,K-12 School
159417,Multifamily Housing
251637,
158380,Office
175479,
101356,
251748,
156549,Office
102556,Multifamily Housing
256771,
255149,
174126,Supermarket/Grocery Store
103656,Office
114861,Multifamily Housing
104431,Office
254054,Multifamily Housing
175889,Multifamily Housing
174279,Multifamily Housing
129344,
174206,Multifamily Housing
256838,Hospital (General Medical & Surgical)
172557,Multifamily Housing
252246,
250176,Office
251339,College/University
252057,College/University
160369,Multifamily Housing
172106,Multifamily Housing
256746,K-12 School
175553,Senior Living Community
146897,
251733,K-12 School
110887,Multifamily Housing
175745,
117024,Multifamily Housing
251878,
102091,Multifamily Housing
100417,K-12 School
101343,Multifamily Housing
244340,Multifamily Housing
254385,Medical Office
127877,Strip Mall
103815,Office
251435,K-12 School
255003,
101827,
255937,
172608,Retail Store
159524,Multifamily Housing
256772,
255756,
100375,Multifamily Housing
113617,Multifamily Housing
251744,K-12 School
256457,Multifamily Housing
251244,Multifamily Housing
251767,Multifamily Housing
252322,Multifamily Housing
172157,
102545,
172347,Multifamily Housing
105067,Multifamily Housing
250093,Multifamily Housing
251411,
251295,Senior Living Community
115316,
222707,Multifamily Housing
114125,
252301,Multifamily Housing
257027,Multifamily Housing
242901,Multifamily Housing
158405,Office
175281,Multifamily Housing
252318,Multifamily Housing
165722,Hotel
175808,Multifamily Housing
260037,Multifamily Housing
250018,
109613,Prison/Incarceration
160085,Multifamily Housing
172296,
251236,Multifamily Housing
256812,Residence Hall/Dormitory
173760,
257029,Multifamily Housing
103621,Hotel
251571,K-12 School
160329,
244282,Multifamily Housing
124139,Multifamily Housing
173776,
103798,Office
252319,Multifamily Housing
252302,
252312,
134516,Multifamily Housing
256774,
165020,Multifamily Housing
138293,
254994,Hotel
113086,Multifamily Housing
173773,Multifamily Housing
157159,Strip Mall
251268,Multifamily Housing
256834,Office
103638,Mixed Use Property
101934,Office
111545,Multifamily Housing
101762,
103965,Multifamily Housing
254022,Multifamily Housing
242236,Multifamily Housing
105619,Multifamily Housing
256841,
242586,Multifamily Housing
239946,Multifamily Housing
251330,College/University
111452,Multifamily Housing
111987,Multifamily Housing
254389,Residence Hall/Dormitory
113487,Multifamily Housing
251480,
251327,College/University
175226,
175824,Multifamily Housing
115376,Multifamily Housing
251219,Multifamily Housing
254573,Multifamily Housing
122005,Supermarket/Grocery Store
253957,Multifamily Housing
251489,K-12 School
172128,Worship Facility
175085,
256541,Multifamily Housing
236822,Multifamily Housing
250076,Multifamily Housing
255011,
251457,K-12 School
175190,
243578,Multifamily Housing
253955,Multifamily Housing
251253,Multifamily Housing
100256,K-12 School
160278,Multifamily Housing
101407,Multifamily Housing
256405,Laboratory
166787,
113690,Multifamily Housing
250148,Office
102365,K-12 School
119422,Mixed Use Property
252279,Multifamily Housing
167479,
158867,Multifamily Housing
250072,Multifamily Housing
100533,K-12 School
158842,
172542,Multifamily Housing
256436,
257038,
251449,
101013,
254039,Multifamily Housing
115816,Multifamily Housing
101742,
256956,Multifamily Housing
160412,
106121,Multifamily Housing
256500,Laboratory
244591,Multifamily Housing
252310,Multifamily Housing
175172,Multifamily Housing
175567,
158391,Hotel
109573,Multifamily Housing
251401,
252082,K-12 School
251719,K-12 School
147516,Multifamily Housing
160105,Hotel
251643,K-12 School
260054,
223537,
101918,Office
142943,Multifamily Housing
254172,
152061,Distribution Center
160082,Hotel
256886,
256540,Hotel
253904,Multifamily Housing
251902,
260091,Multifamily Housing
159187,
105533,
173821,Multifamily Housing
173766,Multifamily Housing
106128,Multifamily Housing
105586,Multifamily Housing
250022,
136887,
101873,Performing Arts
252079,K-12 School
137570,
253964,Multifamily Housing
101871,Office
255190,Multifamily Housing
176020,
250146,Office
102284,Multifamily Housing
251329,College/University
254037,Multifamily Housing
113146,Multifamily Housing
254173,
125763,
251255,Multifamily Housing
251688,K-12 School
241747,Multifamily Housing
250045,
124019,Supermarket/Grocery Store
254102,
158420,Multifamily Housing
256780,Multifamily Housing
251590,K-12 School
114252,Multifamily Housing
253989,
147565,
251945,College/University
100598,
252289,Multifamily Housing
115341,
256567,
255922,Multifamily Housing
251497,
101923,Office
251683,
101562,College/University
256874,Multifamily Housing
119347,Multifamily Housing
260123,
135134,Office
256681,
255004,
164922,Hospital (General Medical & Surgical)
250047,
114789,Multifamily Housing
101567,Office
252053,Laboratory
173702,Hotel
158414,Office
255953,Multifamily Housing
175819,
103601,Office
256827,
172053,
132017,
104261,Multifamily Housing
257032,
104838,Multifamily Housing
103598,Office
160297,Mixed Use Property
119055,Retail Store
175492,
251698,K-12 School
251609,
244809,Multifamily Housing
101708,Office
132435,
175899,Fitness Center/Health Club/Gym
250040,K-12 School
101960,Other - Entertainment/Public Assembly
175914,
111157,Multifamily Housing
251280,
172703,
172169,
159534,Multifamily Housing
101748,Office
103698,Office
232398,Multifamily Housing
115692,
256536,Multifamily Housing
116715,Multifamily Housing
253963,Multifamily Housing
256954,Multifamily Housing
172131,Office
256660,Multifamily Housing
175837,Multifamily Housing
251229,Multifamily Housing
251783,
255931,
235008,Multifamily Housing
250105,Multifamily Housing
134735,Laboratory
160347,
165274,Multifamily Housing
251766,Multifamily Housing
120343,Multifamily Housing
238480,
256406,College/University
135716,
254347,
251890,K-12 School
254981,Multifamily Housing
105709,
257031,
172771,Multifamily Housing
253968,Multifamily Housing
112530,Multifamily Housing
256737,
175953,Hotel
114200,Multifamily Housing
134792,Office
172115,Multifamily Housing
175415,
158780,Other
255008,Enclosed Mall
101841,Office
103778,
251792,
254359,Other - Recreation
166547,
150282,Multifamily Housing
128292,Strip Mall
251607,
243937,Multifamily Housing
102452,Library
175834,Office
251600,K-12 School
254075,Multifamily Housing
102456,K-12 School
256615,Multifamily Housing
156871,Multifamily Housing
161225,
251372,K-12 School
254375,Lifestyle Center
251641,K-12 School
132904,
256961,Multifamily Housing
160197,Performing Arts
245071,Multifamily Housing
162209,K-12 School
160163,Senior Living Community
102363,K-12 School
172406,Multifamily Housing
252249,Multifamily Housing
160293,Multifamily Housing
175789,
172565,
255970,Multifamily Housing
251239,Multifamily Housing
172129,Multifamily Housing
251638,
175218,Multifamily Housing
104340,Multifamily Housing
146828,Multifamily Housing
255943,Multifamily Housing
251711,
251356,
251324,College/University
112468,Multifamily Housing
113598,Multifamily Housing
103759,Office
175890,
172066,
157161,Multifamily Housing
251732,K-12 School
252090,Hotel
252267,
159425,
251247,Multifamily Housing
160372,Multifamily Housing
112762,Multifamily Housing
257028,
242510,Multifamily Housing
120445,Retail Store
152408,
134914,
158061,
156414,
251772,Supermarket/Grocery Store
159655,Multifamily Housing
232666,Multifamily Housing
106112,Multifamily Housing
175276,
160370,Multifamily Housing
250108,Multifamily Housing
251312,Retail Store
254046,Multifamily Housing
172064,
251228,Office
111837,Multifamily Housing
255928,Hotel
101838,Office
159091,Multifamily Housing
175244,Multifamily Housing
254368,Outpatient Rehabilitation/Physical Therapy
135007,
251871,K-12 School
106125,Multifamily Housing
175857,
172177,
251249,Multifamily Housing
175754,Multifamily Housing
101900,Office
255013,
160134,
250083,Multifamily Housing
251707,
254262,Multifamily Housing
256645,Multifamily Housing
101787,Office
251240,Multifamily Housing
160383,Multifamily Housing
251796,Multifamily Housing
252251,Multifamily Housing
165819,
106158,Multifamily Housing
256781,College/University
252044,Multifamily Housing
112188,
254372,Mixed Use Property
251360,K-12 School
101799,Office
173597,Office
172318,Multifamily Housing
260029,Multifamily Housing
252126,Movie Theater
250056,K-12 School
159728,Multifamily Housing
240956,Multifamily Housing
251217,Multifamily Housing
251581,
101846,Office
254073,Multifamily Housing
103278,Multifamily Housing
255022,
221086,Multifamily Housing
252065,
251365,K-12 School
260132,Office
144123,
159310,Multifamily Housing
256247,Senior Living Community
121102,Medical Office
120624,Other
101716,Office
251270,Multifamily Housing
112078,Multifamily Housing
104931,Multifamily Housing
164980,Office
160186,
106027,Multifamily Housing
160198,Hotel
251347,
256125,
101852,Hotel
159156,Multifamily Housing
256766,Multifamily Housing
256730,
242238,Multifamily Housing
